ws_id,village_id,village_name,year,month,month_name,source_type,capacity_liters_per_day,supply_liters_per_day,availability_fraction,supply_hours_per_day,availability_status,treatment_facility,daily_demand_lpd,shortfall_lpd,source
WSVLG0035M04,VLG0035,Rampuri,2025,4,April,bore_well,28215,2792,0.099,1.8,non-functional,N,51300,48508,JJM_synthetic
WSVLG0035M05,VLG0035,Rampuri,2025,5,May,bore_well,28215,2676,0.095,1.7,non-functional,N,51300,48624,JJM_synthetic
WSVLG0035M06,VLG0035,Rampuri,2025,6,June,bore_well,28215,14782,0.524,9.4,non-functional,N,51300,36518,JJM_synthetic
WSVLG0035M07,VLG0035,Rampuri,2025,7,July,bore_well,28215,15863,0.562,10.1,non-functional,N,51300,35437,JJM_synthetic
WSVLG0035M08,VLG0035,Rampuri,2025,8,August,bore_well,28215,19298,0.684,12.3,non-functional,N,51300,32002,JJM_synthetic
WSVLG0035M09,VLG0035,Rampuri,2025,9,September,bore_well,28215,16311,0.578,10.4,non-functional,N,51300,34989,JJM_synthetic
WSVLG0035M10,VLG0035,Rampuri,2025,10,October,bore_well,28215,11887,0.421,7.6,non-functional,N,51300,39413,JJM_synthetic
WSVLG0035M11,VLG0035,Rampuri,2025,11,November,bore_well,28215,9215,0.327,5.9,non-functional,N,51300,42085,JJM_synthetic
WSVLG0035M12,VLG0035,Rampuri,2025,12,December,bore_well,28215,8597,0.305,5.5,non-functional,N,51300,42703,JJM_synthetic
WSVLG0036M01,VLG0036,Nimgaon,2025,1,January,bore_well,67052,38934,0.581,10.5,stressed,N,78885,39951,JJM_synthetic
WSVLG0036M02,VLG0036,Nimgaon,2025,2,February,bore_well,67052,37124,0.554,10.0,stressed,N,78885,41761,JJM_synthetic
WSVLG0036M03,VLG0036,Nimgaon,2025,3,March,bore_well,67052,27353,0.408,7.3,stressed,N,78885,51532,JJM_synthetic
WSVLG0036M04,VLG0036,Nimgaon,2025,4,April,bore_well,67052,18689,0.279,5.0,stressed,N,78885,60196,JJM_synthetic
WSVLG0036M05,VLG0036,Nimgaon,2025,5,May,bore_well,67052,19506,0.291,5.2,stressed,N,78885,59379,JJM_synthetic
WSVLG0036M06,VLG0036,Nimgaon,2025,6,June,bore_well,67052,49908,0.744,13.4,stressed,N,78885,28977,JJM_synthetic
WSVLG0036M07,VLG0036,Nimgaon,2025,7,July,bore_well,67052,55346,0.825,14.9,stressed,N,78885,23539,JJM_synthetic
WSVLG0036M08,VLG0036,Nimgaon,2025,8,August,bore_well,67052,55595,0.829,14.9,stressed,N,78885,23290,JJM_synthetic
WSVLG0036M09,VLG0036,Nimgaon,2025,9,September,bore_well,67052,49987,0.746,13.4,stressed,N,78885,28898,JJM_synthetic
WSVLG0036M10,VLG0036,Nimgaon,2025,10,October,bore_well,67052,42266,0.63,11.3,stressed,N,78885,36619,JJM_synthetic
WSVLG0036M11,VLG0036,Nimgaon,2025,11,November,bore_well,67052,40755,0.608,10.9,stressed,N,78885,38130,JJM_synthetic
WSVLG0036M12,VLG0036,Nimgaon,2025,12,December,bore_well,67052,36157,0.539,9.7,stressed,N,78885,42728,JJM_synthetic
WSVLG0037M01,VLG0037,Ghugus,2025,1,January,open_well,24365,15110,0.62,11.2,stressed,N,28665,13555,JJM_synthetic
WSVLG0037M02,VLG0037,Ghugus,2025,2,February,open_well,24365,13280,0.545,9.8,stressed,N,28665,15385,JJM_synthetic
WSVLG0037M03,VLG0037,Ghugus,2025,3,March,open_well,24365,9756,0.4,7.2,stressed,N,28665,18909,JJM_synthetic
WSVLG0037M04,VLG0037,Ghugus,2025,4,April,open_well,24365,7794,0.32,5.8,stressed,N,28665,20871,JJM_synthetic
WSVLG0037M05,VLG0037,Ghugus,2025,5,May,open_well,24365,6582,0.27,4.9,stressed,N,28665,22083,JJM_synthetic
WSVLG0037M06,VLG0037,Ghugus,2025,6,June,open_well,24365,17629,0.724,13.0,stressed,N,28665,11036,JJM_synthetic
WSVLG0037M07,VLG0037,Ghugus,2025,7,July,open_well,24365,20713,0.85,15.3,stressed,N,28665,7952,JJM_synthetic
WSVLG0037M08,VLG0037,Ghugus,2025,8,August,open_well,24365,18893,0.775,14.0,stressed,N,28665,9772,JJM_synthetic
WSVLG0037M09,VLG0037,Ghugus,2025,9,September,open_well,24365,16708,0.686,12.3,stressed,N,28665,11957,JJM_synthetic
WSVLG0037M10,VLG0037,Ghugus,2025,10,October,open_well,24365,14510,0.596,10.7,stressed,N,28665,14155,JJM_synthetic
WSVLG0037M11,VLG0037,Ghugus,2025,11,November,open_well,24365,14734,0.605,10.9,stressed,N,28665,13931,JJM_synthetic
WSVLG0037M12,VLG0037,Ghugus,2025,12,December,open_well,24365,14631,0.601,10.8,stressed,N,28665,14034,JJM_synthetic
WSVLG0038M01,VLG0038,Dahegaon,2025,1,January,surface_water,134028,106261,0.793,14.3,functional,N,111690,5429,JJM_synthetic
WSVLG0038M02,VLG0038,Dahegaon,2025,2,February,surface_water,134028,99931,0.746,13.4,functional,N,111690,11759,JJM_synthetic
WSVLG0038M03,VLG0038,Dahegaon,2025,3,March,surface_water,134028,98065,0.732,13.2,functional,N,111690,13625,JJM_synthetic
WSVLG0038M04,VLG0038,Dahegaon,2025,4,April,surface_water,134028,76400,0.57,10.3,functional,N,111690,35290,JJM_synthetic
WSVLG0038M05,VLG0038,Dahegaon,2025,5,May,surface_water,134028,80767,0.603,10.8,functional,N,111690,30923,JJM_synthetic
WSVLG0038M06,VLG0038,Dahegaon,2025,6,June,surface_water,134028,121753,0.908,16.4,functional,N,111690,0,JJM_synthetic
WSVLG0038M07,VLG0038,Dahegaon,2025,7,July,surface_water,134028,126466,0.944,17.0,functional,N,111690,0,JJM_synthetic
WSVLG0038M08,VLG0038,Dahegaon,2025,8,August,surface_water,134028,134028,1.0,18.0,functional,N,111690,0,JJM_synthetic
WSVLG0038M09,VLG0038,Dahegaon,2025,9,September,surface_water,134028,112285,0.838,15.1,functional,N,111690,0,JJM_synthetic
WSVLG0038M10,VLG0038,Dahegaon,2025,10,October,surface_water,134028,108006,0.806,14.5,functional,N,111690,3684,JJM_synthetic
WSVLG0038M11,VLG0038,Dahegaon,2025,11,November,surface_water,134028,97934,0.731,13.2,functional,N,111690,13756,JJM_synthetic
WSVLG0038M12,VLG0038,Dahegaon,2025,12,December,surface_water,134028,115009,0.858,15.4,functional,N,111690,0,JJM_synthetic
WSVLG0039M01,VLG0039,Dhapewada,2025,1,January,surface_water,72738,63105,0.868,15.6,functional,N,60615,0,JJM_synthetic
WSVLG0039M02,VLG0039,Dhapewada,2025,2,February,surface_water,72738,59412,0.817,14.7,functional,N,60615,1203,JJM_synthetic
WSVLG0039M03,VLG0039,Dhapewada,2025,3,March,surface_water,72738,53022,0.729,13.1,functional,N,60615,7593,JJM_synthetic
WSVLG0039M04,VLG0039,Dhapewada,2025,4,April,surface_water,72738,43067,0.592,10.7,functional,N,60615,17548,JJM_synthetic
WSVLG0039M05,VLG0039,Dhapewada,2025,5,May,surface_water,72738,38943,0.535,9.6,functional,N,60615,21672,JJM_synthetic
WSVLG0039M06,VLG0039,Dhapewada,2025,6,June,surface_water,72738,60601,0.833,15.0,functional,N,60615,14,JJM_synthetic
WSVLG0039M07,VLG0039,Dhapewada,2025,7,July,surface_water,72738,72738,1.0,18.0,functional,N,60615,0,JJM_synthetic
WSVLG0039M08,VLG0039,Dhapewada,2025,8,August,surface_water,72738,70465,0.969,17.4,functional,N,60615,0,JJM_synthetic
WSVLG0039M09,VLG0039,Dhapewada,2025,9,September,surface_water,72738,62578,0.86,15.5,functional,N,60615,0,JJM_synthetic
WSVLG0039M10,VLG0039,Dhapewada,2025,10,October,surface_water,72738,63509,0.873,15.7,functional,N,60615,0,JJM_synthetic
WSVLG0039M11,VLG0039,Dhapewada,2025,11,November,surface_water,72738,53905,0.741,13.3,functional,N,60615,6710,JJM_synthetic
WSVLG0039M12,VLG0039,Dhapewada,2025,12,December,surface_water,72738,60828,0.836,15.1,functional,N,60615,0,JJM_synthetic
WSVLG0040M01,VLG0040,Taroda,2025,1,January,open_well,86508,68609,0.793,14.3,functional,N,72090,3481,JJM_synthetic
WSVLG0040M02,VLG0040,Taroda,2025,2,February,open_well,86508,67091,0.776,14.0,functional,N,72090,4999,JJM_synthetic
WSVLG0040M03,VLG0040,Taroda,2025,3,March,open_well,86508,58605,0.677,12.2,functional,N,72090,13485,JJM_synthetic
WSVLG0040M04,VLG0040,Taroda,2025,4,April,open_well,86508,46884,0.542,9.8,functional,N,72090,25206,JJM_synthetic
WSVLG0040M05,VLG0040,Taroda,2025,5,May,open_well,86508,47840,0.553,10.0,functional,N,72090,24250,JJM_synthetic
WSVLG0040M06,VLG0040,Taroda,2025,6,June,open_well,86508,81486,0.942,17.0,functional,N,72090,0,JJM_synthetic
WSVLG0040M07,VLG0040,Taroda,2025,7,July,open_well,86508,82081,0.949,17.1,functional,N,72090,0,JJM_synthetic
WSVLG0040M08,VLG0040,Taroda,2025,8,August,open_well,86508,84864,0.981,17.7,functional,N,72090,0,JJM_synthetic
WSVLG0040M09,VLG0040,Taroda,2025,9,September,open_well,86508,72509,0.838,15.1,functional,N,72090,0,JJM_synthetic
WSVLG0040M10,VLG0040,Taroda,2025,10,October,open_well,86508,70845,0.819,14.7,functional,N,72090,1245,JJM_synthetic
WSVLG0040M11,VLG0040,Taroda,2025,11,November,open_well,86508,65315,0.755,13.6,functional,N,72090,6775,JJM_synthetic
WSVLG0040M12,VLG0040,Taroda,2025,12,December,open_well,86508,73521,0.85,15.3,functional,N,72090,0,JJM_synthetic
WSVLG0041M01,VLG0041,Sindewahi,2025,1,January,bore_well,14231,4998,0.351,6.3,non-functional,N,25875,20877,JJM_synthetic
WSVLG0041M02,VLG0041,Sindewahi,2025,2,February,bore_well,14231,4377,0.308,5.5,non-functional,N,25875,21498,JJM_synthetic
WSVLG0041M03,VLG0041,Sindewahi,2025,3,March,bore_well,14231,3465,0.244,4.4,non-functional,N,25875,22410,JJM_synthetic
WSVLG0041M04,VLG0041,Sindewahi,2025,4,April,bore_well,14231,2528,0.178,3.2,non-functional,N,25875,23347,JJM_synthetic
WSVLG0041M05,VLG0041,Sindewahi,2025,5,May,bore_well,14231,1578,0.111,2.0,non-functional,N,25875,24297,JJM_synthetic
WSVLG0041M06,VLG0041,Sindewahi,2025,6,June,bore_well,14231,7258,0.51,9.2,non-functional,N,25875,18617,JJM_synthetic
WSVLG0041M07,VLG0041,Sindewahi,2025,7,July,bore_well,14231,9248,0.65,11.7,non-functional,N,25875,16627,JJM_synthetic
WSVLG0041M08,VLG0041,Sindewahi,2025,8,August,bore_well,14231,8519,0.599,10.8,non-functional,N,25875,17356,JJM_synthetic
WSVLG0041M09,VLG0041,Sindewahi,2025,9,September,bore_well,14231,7631,0.536,9.7,non-functional,N,25875,18244,JJM_synthetic
WSVLG0041M10,VLG0041,Sindewahi,2025,10,October,bore_well,14231,5479,0.385,6.9,non-functional,N,25875,20396,JJM_synthetic
WSVLG0041M11,VLG0041,Sindewahi,2025,11,November,bore_well,14231,3996,0.281,5.1,non-functional,N,25875,21879,JJM_synthetic
WSVLG0041M12,VLG0041,Sindewahi,2025,12,December,bore_well,14231,4008,0.282,5.1,non-functional,N,25875,21867,JJM_synthetic
WSVLG0042M01,VLG0042,Zarpada,2025,1,January,surface_water,19552,6320,0.323,5.8,non-functional,N,35550,29230,JJM_synthetic
WSVLG0042M02,VLG0042,Zarpada,2025,2,February,surface_water,19552,5625,0.288,5.2,non-functional,N,35550,29925,JJM_synthetic
WSVLG0042M03,VLG0042,Zarpada,2025,3,March,surface_water,19552,2856,0.146,2.6,non-functional,N,35550,32694,JJM_synthetic
WSVLG0042M04,VLG0042,Zarpada,2025,4,April,surface_water,19552,2945,0.151,2.7,non-functional,N,35550,32605,JJM_synthetic
WSVLG0042M05,VLG0042,Zarpada,2025,5,May,surface_water,19552,3441,0.176,3.2,non-functional,N,35550,32109,JJM_synthetic
WSVLG0042M06,VLG0042,Zarpada,2025,6,June,surface_water,19552,11553,0.591,10.6,non-functional,N,35550,23997,JJM_synthetic
WSVLG0042M07,VLG0042,Zarpada,2025,7,July,surface_water,19552,13994,0.716,12.9,non-functional,N,35550,21556,JJM_synthetic
WSVLG0042M08,VLG0042,Zarpada,2025,8,August,surface_water,19552,12428,0.636,11.4,non-functional,N,35550,23122,JJM_synthetic
WSVLG0042M09,VLG0042,Zarpada,2025,9,September,surface_water,19552,11666,0.597,10.7,non-functional,N,35550,23884,JJM_synthetic
WSVLG0042M10,VLG0042,Zarpada,2025,10,October,surface_water,19552,7254,0.371,6.7,non-functional,N,35550,28296,JJM_synthetic
WSVLG0042M11,VLG0042,Zarpada,2025,11,November,surface_water,19552,5752,0.294,5.3,non-functional,N,35550,29798,JJM_synthetic
WSVLG0042M12,VLG0042,Zarpada,2025,12,December,surface_water,19552,4896,0.25,4.5,non-functional,N,35550,30654,JJM_synthetic
WSVLG0043M01,VLG0043,Halewara,2025,1,January,bore_well,213840,213293,0.997,18.0,functional,N,133650,0,JJM_synthetic
WSVLG0043M02,VLG0043,Halewara,2025,2,February,bore_well,213840,205631,0.962,17.3,functional,N,133650,0,JJM_synthetic
WSVLG0043M03,VLG0043,Halewara,2025,3,March,bore_well,213840,183447,0.858,15.4,functional,N,133650,0,JJM_synthetic
WSVLG0043M04,VLG0043,Halewara,2025,4,April,bore_well,213840,179591,0.84,15.1,functional,N,133650,0,JJM_synthetic
WSVLG0043M05,VLG0043,Halewara,2025,5,May,bore_well,213840,168900,0.79,14.2,functional,N,133650,0,JJM_synthetic
WSVLG0043M06,VLG0043,Halewara,2025,6,June,bore_well,213840,212836,0.995,17.9,functional,N,133650,0,JJM_synthetic
WSVLG0043M07,VLG0043,Halewara,2025,7,July,bore_well,213840,213840,1.0,18.0,functional,N,133650,0,JJM_synthetic
WSVLG0043M08,VLG0043,Halewara,2025,8,August,bore_well,213840,198933,0.93,16.7,functional,N,133650,0,JJM_synthetic
WSVLG0043M09,VLG0043,Halewara,2025,9,September,bore_well,213840,213065,0.996,17.9,functional,N,133650,0,JJM_synthetic
WSVLG0043M10,VLG0043,Halewara,2025,10,October,bore_well,213840,198643,0.929,16.7,functional,N,133650,0,JJM_synthetic
WSVLG0043M11,VLG0043,Halewara,2025,11,November,bore_well,213840,197702,0.925,16.6,functional,N,133650,0,JJM_synthetic
WSVLG0043M12,VLG0043,Halewara,2025,12,December,bore_well,213840,209212,0.978,17.6,functional,N,133650,0,JJM_synthetic
WSVLG0044M01,VLG0044,Warora,2025,1,January,open_well,99738,79039,0.792,14.3,functional,N,83115,4076,JJM_synthetic
WSVLG0044M02,VLG0044,Warora,2025,2,February,open_well,99738,74390,0.746,13.4,functional,N,83115,8725,JJM_synthetic
WSVLG0044M03,VLG0044,Warora,2025,3,March,open_well,99738,66968,0.671,12.1,functional,N,83115,16147,JJM_synthetic
WSVLG0044M04,VLG0044,Warora,2025,4,April,open_well,99738,63713,0.639,11.5,functional,N,83115,19402,JJM_synthetic
WSVLG0044M05,VLG0044,Warora,2025,5,May,open_well,99738,56526,0.567,10.2,functional,N,83115,26589,JJM_synthetic
WSVLG0044M06,VLG0044,Warora,2025,6,June,open_well,99738,90644,0.909,16.4,functional,N,83115,0,JJM_synthetic
WSVLG0044M07,VLG0044,Warora,2025,7,July,open_well,99738,89680,0.899,16.2,functional,N,83115,0,JJM_synthetic
WSVLG0044M08,VLG0044,Warora,2025,8,August,open_well,99738,93240,0.935,16.8,functional,N,83115,0,JJM_synthetic
WSVLG0044M09,VLG0044,Warora,2025,9,September,open_well,99738,91354,0.916,16.5,functional,N,83115,0,JJM_synthetic
WSVLG0044M10,VLG0044,Warora,2025,10,October,open_well,99738,81935,0.822,14.8,functional,N,83115,1180,JJM_synthetic
WSVLG0044M11,VLG0044,Warora,2025,11,November,open_well,99738,80426,0.806,14.5,functional,N,83115,2689,JJM_synthetic
WSVLG0044M12,VLG0044,Warora,2025,12,December,open_well,99738,88832,0.891,16.0,functional,N,83115,0,JJM_synthetic
WSVLG0045M01,VLG0045,Yerli,2025,1,January,piped_scheme,159048,157703,0.992,17.8,functional,Y,99405,0,JJM_synthetic
WSVLG0045M02,VLG0045,Yerli,2025,2,February,piped_scheme,159048,143735,0.904,16.3,functional,Y,99405,0,JJM_synthetic
WSVLG0045M03,VLG0045,Yerli,2025,3,March,piped_scheme,159048,136711,0.86,15.5,functional,Y,99405,0,JJM_synthetic
WSVLG0045M04,VLG0045,Yerli,2025,4,April,piped_scheme,159048,118945,0.748,13.5,functional,Y,99405,0,JJM_synthetic
WSVLG0045M05,VLG0045,Yerli,2025,5,May,piped_scheme,159048,129348,0.813,14.6,functional,Y,99405,0,JJM_synthetic
WSVLG0045M06,VLG0045,Yerli,2025,6,June,piped_scheme,159048,153792,0.967,17.4,functional,Y,99405,0,JJM_synthetic
WSVLG0045M07,VLG0045,Yerli,2025,7,July,piped_scheme,159048,159048,1.0,18.0,functional,Y,99405,0,JJM_synthetic
WSVLG0045M08,VLG0045,Yerli,2025,8,August,piped_scheme,159048,158068,0.994,17.9,functional,Y,99405,0,JJM_synthetic
WSVLG0045M09,VLG0045,Yerli,2025,9,September,piped_scheme,159048,153828,0.967,17.4,functional,Y,99405,0,JJM_synthetic
WSVLG0045M10,VLG0045,Yerli,2025,10,October,piped_scheme,159048,138184,0.869,15.6,functional,Y,99405,0,JJM_synthetic
WSVLG0045M11,VLG0045,Yerli,2025,11,November,piped_scheme,159048,140344,0.882,15.9,functional,Y,99405,0,JJM_synthetic
WSVLG0045M12,VLG0045,Yerli,2025,12,December,piped_scheme,159048,155718,0.979,17.6,functional,Y,99405,0,JJM_synthetic
WSVLG0046M01,VLG0046,Kuli,2025,1,January,bore_well,24556,16419,0.669,12.0,stressed,N,28890,12471,JJM_synthetic
WSVLG0046M02,VLG0046,Kuli,2025,2,February,bore_well,24556,12673,0.516,9.3,stressed,N,28890,16217,JJM_synthetic
WSVLG0046M03,VLG0046,Kuli,2025,3,March,bore_well,24556,11372,0.463,8.3,stressed,N,28890,17518,JJM_synthetic
WSVLG0046M04,VLG0046,Kuli,2025,4,April,bore_well,24556,10266,0.418,7.5,stressed,N,28890,18624,JJM_synthetic
WSVLG0046M05,VLG0046,Kuli,2025,5,May,bore_well,24556,6570,0.268,4.8,stressed,N,28890,22320,JJM_synthetic
WSVLG0046M06,VLG0046,Kuli,2025,6,June,bore_well,24556,18777,0.765,13.8,stressed,N,28890,10113,JJM_synthetic
WSVLG0046M07,VLG0046,Kuli,2025,7,July,bore_well,24556,19408,0.79,14.2,stressed,N,28890,9482,JJM_synthetic
WSVLG0046M08,VLG0046,Kuli,2025,8,August,bore_well,24556,20494,0.835,15.0,stressed,N,28890,8396,JJM_synthetic
WSVLG0046M09,VLG0046,Kuli,2025,9,September,bore_well,24556,17829,0.726,13.1,stressed,N,28890,11061,JJM_synthetic
WSVLG0046M10,VLG0046,Kuli,2025,10,October,bore_well,24556,15517,0.632,11.4,stressed,N,28890,13373,JJM_synthetic
WSVLG0046M11,VLG0046,Kuli,2025,11,November,bore_well,24556,12982,0.529,9.5,stressed,N,28890,15908,JJM_synthetic
WSVLG0046M12,VLG0046,Kuli,2025,12,December,bore_well,24556,15428,0.628,11.3,stressed,N,28890,13462,JJM_synthetic
WSVLG0047M01,VLG0047,Shirsoli,2025,1,January,open_well,244512,244512,1.0,18.0,functional,N,152820,0,JJM_synthetic
WSVLG0047M02,VLG0047,Shirsoli,2025,2,February,open_well,244512,210202,0.86,15.5,functional,N,152820,0,JJM_synthetic
WSVLG0047M03,VLG0047,Shirsoli,2025,3,March,open_well,244512,211847,0.866,15.6,functional,N,152820,0,JJM_synthetic
WSVLG0047M04,VLG0047,Shirsoli,2025,4,April,open_well,244512,210100,0.859,15.5,functional,N,152820,0,JJM_synthetic
WSVLG0047M05,VLG0047,Shirsoli,2025,5,May,open_well,244512,208191,0.851,15.3,functional,N,152820,0,JJM_synthetic
WSVLG0047M06,VLG0047,Shirsoli,2025,6,June,open_well,244512,234149,0.958,17.2,functional,N,152820,0,JJM_synthetic
WSVLG0047M07,VLG0047,Shirsoli,2025,7,July,open_well,244512,216803,0.887,16.0,functional,N,152820,0,JJM_synthetic
WSVLG0047M08,VLG0047,Shirsoli,2025,8,August,open_well,244512,244512,1.0,18.0,functional,N,152820,0,JJM_synthetic
WSVLG0047M09,VLG0047,Shirsoli,2025,9,September,open_well,244512,244512,1.0,18.0,functional,N,152820,0,JJM_synthetic
WSVLG0047M10,VLG0047,Shirsoli,2025,10,October,open_well,244512,212794,0.87,15.7,functional,N,152820,0,JJM_synthetic
WSVLG0047M11,VLG0047,Shirsoli,2025,11,November,open_well,244512,219008,0.896,16.1,functional,N,152820,0,JJM_synthetic
WSVLG0047M12,VLG0047,Shirsoli,2025,12,December,open_well,244512,244512,1.0,18.0,functional,N,152820,0,JJM_synthetic
WSVLG0048M01,VLG0048,Ghota,2025,1,January,bore_well,211896,211896,1.0,18.0,functional,N,132435,0,JJM_synthetic
WSVLG0048M02,VLG0048,Ghota,2025,2,February,bore_well,211896,198662,0.938,16.9,functional,N,132435,0,JJM_synthetic
WSVLG0048M03,VLG0048,Ghota,2025,3,March,bore_well,211896,184975,0.873,15.7,functional,N,132435,0,JJM_synthetic
WSVLG0048M04,VLG0048,Ghota,2025,4,April,bore_well,211896,180814,0.853,15.4,functional,N,132435,0,JJM_synthetic
WSVLG0048M05,VLG0048,Ghota,2025,5,May,bore_well,211896,172645,0.815,14.7,functional,N,132435,0,JJM_synthetic
WSVLG0048M06,VLG0048,Ghota,2025,6,June,bore_well,211896,211896,1.0,18.0,functional,N,132435,0,JJM_synthetic
WSVLG0048M07,VLG0048,Ghota,2025,7,July,bore_well,211896,204472,0.965,17.4,functional,N,132435,0,JJM_synthetic
WSVLG0048M08,VLG0048,Ghota,2025,8,August,bore_well,211896,205066,0.968,17.4,functional,N,132435,0,JJM_synthetic
WSVLG0048M09,VLG0048,Ghota,2025,9,September,bore_well,211896,211896,1.0,18.0,functional,N,132435,0,JJM_synthetic
WSVLG0048M10,VLG0048,Ghota,2025,10,October,bore_well,211896,198806,0.938,16.9,functional,N,132435,0,JJM_synthetic
WSVLG0048M11,VLG0048,Ghota,2025,11,November,bore_well,211896,206627,0.975,17.6,functional,N,132435,0,JJM_synthetic
WSVLG0048M12,VLG0048,Ghota,2025,12,December,bore_well,211896,197728,0.933,16.8,functional,N,132435,0,JJM_synthetic
WSVLG0049M01,VLG0049,Bellora,2025,1,January,bore_well,16681,5801,0.348,6.3,non-functional,N,30330,24529,JJM_synthetic
WSVLG0049M02,VLG0049,Bellora,2025,2,February,bore_well,16681,4055,0.243,4.4,non-functional,N,30330,26275,JJM_synthetic
WSVLG0049M03,VLG0049,Bellora,2025,3,March,bore_well,16681,3341,0.2,3.6,non-functional,N,30330,26989,JJM_synthetic
WSVLG0049M04,VLG0049,Bellora,2025,4,April,bore_well,16681,1515,0.091,1.6,non-functional,N,30330,28815,JJM_synthetic
WSVLG0049M05,VLG0049,Bellora,2025,5,May,bore_well,16681,1342,0.08,1.4,non-functional,N,30330,28988,JJM_synthetic
WSVLG0049M06,VLG0049,Bellora,2025,6,June,bore_well,16681,8216,0.493,8.9,non-functional,N,30330,22114,JJM_synthetic
WSVLG0049M07,VLG0049,Bellora,2025,7,July,bore_well,16681,11305,0.678,12.2,non-functional,N,30330,19025,JJM_synthetic
WSVLG0049M08,VLG0049,Bellora,2025,8,August,bore_well,16681,10820,0.649,11.7,non-functional,N,30330,19510,JJM_synthetic
WSVLG0049M09,VLG0049,Bellora,2025,9,September,bore_well,16681,8020,0.481,8.7,non-functional,N,30330,22310,JJM_synthetic
WSVLG0049M10,VLG0049,Bellora,2025,10,October,bore_well,16681,7562,0.453,8.2,non-functional,N,30330,22768,JJM_synthetic
WSVLG0049M11,VLG0049,Bellora,2025,11,November,bore_well,16681,7004,0.42,7.6,non-functional,N,30330,23326,JJM_synthetic
WSVLG0049M12,VLG0049,Bellora,2025,12,December,bore_well,16681,6035,0.362,6.5,non-functional,N,30330,24295,JJM_synthetic
WSVLG0050M01,VLG0050,Bijli,2025,1,January,bore_well,48271,27724,0.574,10.3,stressed,N,56790,29066,JJM_synthetic
WSVLG0050M02,VLG0050,Bijli,2025,2,February,bore_well,48271,30554,0.633,11.4,stressed,N,56790,26236,JJM_synthetic
WSVLG0050M03,VLG0050,Bijli,2025,3,March,bore_well,48271,19175,0.397,7.2,stressed,N,56790,37615,JJM_synthetic
WSVLG0050M04,VLG0050,Bijli,2025,4,April,bore_well,48271,18381,0.381,6.9,stressed,N,56790,38409,JJM_synthetic
WSVLG0050M05,VLG0050,Bijli,2025,5,May,bore_well,48271,14828,0.307,5.5,stressed,N,56790,41962,JJM_synthetic
WSVLG0050M06,VLG0050,Bijli,2025,6,June,bore_well,48271,38800,0.804,14.5,stressed,N,56790,17990,JJM_synthetic
WSVLG0050M07,VLG0050,Bijli,2025,7,July,bore_well,48271,40276,0.834,15.0,stressed,N,56790,16514,JJM_synthetic
WSVLG0050M08,VLG0050,Bijli,2025,8,August,bore_well,48271,37654,0.78,14.0,stressed,N,56790,19136,JJM_synthetic
WSVLG0050M09,VLG0050,Bijli,2025,9,September,bore_well,48271,32918,0.682,12.3,stressed,N,56790,23872,JJM_synthetic
WSVLG0050M10,VLG0050,Bijli,2025,10,October,bore_well,48271,29268,0.606,10.9,stressed,N,56790,27522,JJM_synthetic
WSVLG0050M11,VLG0050,Bijli,2025,11,November,bore_well,48271,25087,0.52,9.4,stressed,N,56790,31703,JJM_synthetic
WSVLG0050M12,VLG0050,Bijli,2025,12,December,bore_well,48271,29054,0.602,10.8,stressed,N,56790,27736,JJM_synthetic
WSVLG0051M01,VLG0051,Wanjari,2025,1,January,open_well,101790,79134,0.777,14.0,functional,N,84825,5691,JJM_synthetic
WSVLG0051M02,VLG0051,Wanjari,2025,2,February,open_well,101790,70259,0.69,12.4,functional,N,84825,14566,JJM_synthetic
WSVLG0051M03,VLG0051,Wanjari,2025,3,March,open_well,101790,74327,0.73,13.1,functional,N,84825,10498,JJM_synthetic
WSVLG0051M04,VLG0051,Wanjari,2025,4,April,open_well,101790,59047,0.58,10.4,functional,N,84825,25778,JJM_synthetic
WSVLG0051M05,VLG0051,Wanjari,2025,5,May,open_well,101790,50821,0.499,9.0,functional,N,84825,34004,JJM_synthetic
WSVLG0051M06,VLG0051,Wanjari,2025,6,June,open_well,101790,90925,0.893,16.1,functional,N,84825,0,JJM_synthetic
WSVLG0051M07,VLG0051,Wanjari,2025,7,July,open_well,101790,96978,0.953,17.1,functional,N,84825,0,JJM_synthetic
WSVLG0051M08,VLG0051,Wanjari,2025,8,August,open_well,101790,89589,0.88,15.8,functional,N,84825,0,JJM_synthetic
WSVLG0051M09,VLG0051,Wanjari,2025,9,September,open_well,101790,90925,0.893,16.1,functional,N,84825,0,JJM_synthetic
WSVLG0051M10,VLG0051,Wanjari,2025,10,October,open_well,101790,79204,0.778,14.0,functional,N,84825,5621,JJM_synthetic
WSVLG0051M11,VLG0051,Wanjari,2025,11,November,open_well,101790,86362,0.848,15.3,functional,N,84825,0,JJM_synthetic
WSVLG0051M12,VLG0051,Wanjari,2025,12,December,open_well,101790,85601,0.841,15.1,functional,N,84825,0,JJM_synthetic
WSVLG0052M01,VLG0052,Kupti,2025,1,January,bore_well,19181,6406,0.334,6.0,non-functional,N,34875,28469,JJM_synthetic
WSVLG0052M02,VLG0052,Kupti,2025,2,February,bore_well,19181,4798,0.25,4.5,non-functional,N,34875,30077,JJM_synthetic
WSVLG0052M03,VLG0052,Kupti,2025,3,March,bore_well,19181,3755,0.196,3.5,non-functional,N,34875,31120,JJM_synthetic
