gw_id,village_id,village_name,date,week_number,depth_below_surface_m,trend,classification,source,confidence
GWVLG0037W20,VLG0037,Ghugus,2025-05-19,20,79.22,stable,critical,CGWB_synthetic,medium
GWVLG0037W21,VLG0037,Ghugus,2025-05-26,21,79.28,stable,critical,CGWB_synthetic,medium
GWVLG0037W22,VLG0037,Ghugus,2025-06-02,22,79.38,stable,critical,CGWB_synthetic,medium
GWVLG0037W23,VLG0037,Ghugus,2025-06-09,23,79.45,stable,critical,CGWB_synthetic,medium
GWVLG0037W24,VLG0037,Ghugus,2025-06-16,24,79.26,stable,critical,CGWB_synthetic,medium
GWVLG0037W25,VLG0037,Ghugus,2025-06-23,25,79.02,stable,critical,CGWB_synthetic,medium
GWVLG0037W26,VLG0037,Ghugus,2025-06-30,26,78.8,rising,critical,CGWB_synthetic,medium
GWVLG0037W27,VLG0037,Ghugus,2025-07-07,27,78.55,rising,critical,CGWB_synthetic,medium
GWVLG0037W28,VLG0037,Ghugus,2025-07-14,28,78.38,rising,critical,CGWB_synthetic,medium
GWVLG0037W29,VLG0037,Ghugus,2025-07-21,29,78.22,rising,critical,CGWB_synthetic,medium
GWVLG0037W30,VLG0037,Ghugus,2025-07-28,30,78.01,rising,critical,CGWB_synthetic,medium
GWVLG0037W31,VLG0037,Ghugus,2025-08-04,31,77.81,rising,critical,CGWB_synthetic,medium
GWVLG0037W32,VLG0037,Ghugus,2025-08-11,32,77.54,rising,critical,CGWB_synthetic,medium
GWVLG0037W33,VLG0037,Ghugus,2025-08-18,33,77.33,rising,critical,CGWB_synthetic,medium
GWVLG0037W34,VLG0037,Ghugus,2025-08-25,34,77.12,rising,critical,CGWB_synthetic,medium
GWVLG0037W35,VLG0037,Ghugus,2025-09-01,35,77.06,rising,critical,CGWB_synthetic,medium
GWVLG0037W36,VLG0037,Ghugus,2025-09-08,36,76.8,rising,critical,CGWB_synthetic,medium
GWVLG0037W37,VLG0037,Ghugus,2025-09-15,37,76.67,rising,critical,CGWB_synthetic,medium
GWVLG0037W38,VLG0037,Ghugus,2025-09-22,38,76.52,rising,critical,CGWB_synthetic,medium
GWVLG0037W39,VLG0037,Ghugus,2025-09-29,39,76.34,rising,critical,CGWB_synthetic,medium
GWVLG0037W40,VLG0037,Ghugus,2025-10-06,40,76.49,rising,critical,CGWB_synthetic,medium
GWVLG0037W41,VLG0037,Ghugus,2025-10-13,41,76.59,stable,critical,CGWB_synthetic,medium
GWVLG0037W42,VLG0037,Ghugus,2025-10-20,42,76.7,stable,critical,CGWB_synthetic,medium
GWVLG0037W43,VLG0037,Ghugus,2025-10-27,43,76.79,stable,critical,CGWB_synthetic,medium
GWVLG0037W44,VLG0037,Ghugus,2025-11-03,44,76.93,stable,critical,CGWB_synthetic,medium
GWVLG0037W45,VLG0037,Ghugus,2025-11-10,45,77.06,stable,critical,CGWB_synthetic,medium
GWVLG0037W46,VLG0037,Ghugus,2025-11-17,46,77.13,stable,critical,CGWB_synthetic,medium
GWVLG0037W47,VLG0037,Ghugus,2025-11-24,47,77.19,stable,critical,CGWB_synthetic,medium
GWVLG0037W48,VLG0037,Ghugus,2025-12-01,48,77.28,stable,critical,CGWB_synthetic,medium
GWVLG0037W49,VLG0037,Ghugus,2025-12-08,49,77.35,stable,critical,CGWB_synthetic,medium
GWVLG0037W50,VLG0037,Ghugus,2025-12-15,50,77.44,stable,critical,CGWB_synthetic,medium
GWVLG0037W51,VLG0037,Ghugus,2025-12-22,51,77.58,stable,critical,CGWB_synthetic,medium
GWVLG0037W52,VLG0037,Ghugus,2025-12-29,52,77.66,stable,critical,CGWB_synthetic,medium
GWVLG0038W01,VLG0038,Dahegaon,2025-01-06,1,33.54,stable,safe,CGWB_synthetic,high
GWVLG0038W02,VLG0038,Dahegaon,2025-01-13,2,33.62,stable,safe,CGWB_synthetic,high
GWVLG0038W03,VLG0038,Dahegaon,2025-01-20,3,33.72,stable,safe,CGWB_synthetic,high
GWVLG0038W04,VLG0038,Dahegaon,2025-01-27,4,33.77,stable,safe,CGWB_synthetic,high
GWVLG0038W05,VLG0038,Dahegaon,2025-02-03,5,33.78,stable,safe,CGWB_synthetic,high
GWVLG0038W06,VLG0038,Dahegaon,2025-02-10,6,33.87,stable,safe,CGWB_synthetic,high
GWVLG0038W07,VLG0038,Dahegaon,2025-02-17,7,33.92,stable,safe,CGWB_synthetic,high
GWVLG0038W08,VLG0038,Dahegaon,2025-02-24,8,33.95,stable,safe,CGWB_synthetic,high
GWVLG0038W09,VLG0038,Dahegaon,2025-03-03,9,34.0,stable,safe,CGWB_synthetic,high
GWVLG0038W10,VLG0038,Dahegaon,2025-03-10,10,34.06,stable,safe,CGWB_synthetic,high
GWVLG0038W11,VLG0038,Dahegaon,2025-03-17,11,34.11,stable,safe,CGWB_synthetic,high
GWVLG0038W12,VLG0038,Dahegaon,2025-03-24,12,34.11,stable,safe,CGWB_synthetic,high
GWVLG0038W13,VLG0038,Dahegaon,2025-03-31,13,34.2,stable,safe,CGWB_synthetic,high
GWVLG0038W14,VLG0038,Dahegaon,2025-04-07,14,34.31,stable,safe,CGWB_synthetic,high
GWVLG0038W15,VLG0038,Dahegaon,2025-04-14,15,34.39,stable,safe,CGWB_synthetic,high
GWVLG0038W16,VLG0038,Dahegaon,2025-04-21,16,34.43,stable,safe,CGWB_synthetic,high
GWVLG0038W17,VLG0038,Dahegaon,2025-04-28,17,34.49,stable,safe,CGWB_synthetic,high
GWVLG0038W18,VLG0038,Dahegaon,2025-05-05,18,34.55,stable,safe,CGWB_synthetic,high
GWVLG0038W19,VLG0038,Dahegaon,2025-05-12,19,34.64,stable,safe,CGWB_synthetic,high
GWVLG0038W20,VLG0038,Dahegaon,2025-05-19,20,34.73,stable,safe,CGWB_synthetic,high
GWVLG0038W21,VLG0038,Dahegaon,2025-05-26,21,34.77,stable,safe,CGWB_synthetic,high
GWVLG0038W22,VLG0038,Dahegaon,2025-06-02,22,34.84,stable,safe,CGWB_synthetic,high
GWVLG0038W23,VLG0038,Dahegaon,2025-06-09,23,34.92,stable,safe,CGWB_synthetic,high
GWVLG0038W24,VLG0038,Dahegaon,2025-06-16,24,34.71,stable,safe,CGWB_synthetic,high
GWVLG0038W25,VLG0038,Dahegaon,2025-06-23,25,34.47,rising,safe,CGWB_synthetic,high
GWVLG0038W26,VLG0038,Dahegaon,2025-06-30,26,34.23,rising,safe,CGWB_synthetic,high
GWVLG0038W27,VLG0038,Dahegaon,2025-07-07,27,33.95,rising,safe,CGWB_synthetic,high
GWVLG0038W28,VLG0038,Dahegaon,2025-07-14,28,33.74,rising,safe,CGWB_synthetic,high
GWVLG0038W29,VLG0038,Dahegaon,2025-07-21,29,33.48,rising,safe,CGWB_synthetic,high
GWVLG0038W30,VLG0038,Dahegaon,2025-07-28,30,33.16,rising,safe,CGWB_synthetic,high
GWVLG0038W31,VLG0038,Dahegaon,2025-08-04,31,32.95,rising,safe,CGWB_synthetic,high
GWVLG0038W32,VLG0038,Dahegaon,2025-08-11,32,32.71,rising,safe,CGWB_synthetic,high
GWVLG0038W33,VLG0038,Dahegaon,2025-08-18,33,32.4,rising,safe,CGWB_synthetic,high
GWVLG0038W34,VLG0038,Dahegaon,2025-08-25,34,32.1,rising,safe,CGWB_synthetic,high
GWVLG0038W35,VLG0038,Dahegaon,2025-09-01,35,31.84,rising,safe,CGWB_synthetic,high
GWVLG0038W36,VLG0038,Dahegaon,2025-09-08,36,31.58,rising,safe,CGWB_synthetic,high
GWVLG0038W37,VLG0038,Dahegaon,2025-09-15,37,31.31,rising,safe,CGWB_synthetic,high
GWVLG0038W38,VLG0038,Dahegaon,2025-09-22,38,31.04,rising,safe,CGWB_synthetic,high
GWVLG0038W39,VLG0038,Dahegaon,2025-09-29,39,30.85,rising,safe,CGWB_synthetic,high
GWVLG0038W40,VLG0038,Dahegaon,2025-10-06,40,30.95,rising,safe,CGWB_synthetic,high
GWVLG0038W41,VLG0038,Dahegaon,2025-10-13,41,31.02,stable,safe,CGWB_synthetic,high
GWVLG0038W42,VLG0038,Dahegaon,2025-10-20,42,31.12,stable,safe,CGWB_synthetic,high
GWVLG0038W43,VLG0038,Dahegaon,2025-10-27,43,31.15,stable,safe,CGWB_synthetic,high
GWVLG0038W44,VLG0038,Dahegaon,2025-11-03,44,31.23,stable,safe,CGWB_synthetic,high
GWVLG0038W45,VLG0038,Dahegaon,2025-11-10,45,31.35,stable,safe,CGWB_synthetic,high
GWVLG0038W46,VLG0038,Dahegaon,2025-11-17,46,31.41,stable,safe,CGWB_synthetic,high
GWVLG0038W47,VLG0038,Dahegaon,2025-11-24,47,31.45,stable,safe,CGWB_synthetic,high
GWVLG0038W48,VLG0038,Dahegaon,2025-12-01,48,31.5,stable,safe,CGWB_synthetic,high
GWVLG0038W49,VLG0038,Dahegaon,2025-12-08,49,31.54,stable,safe,CGWB_synthetic,high
GWVLG0038W50,VLG0038,Dahegaon,2025-12-15,50,31.58,stable,safe,CGWB_synthetic,high
GWVLG0038W51,VLG0038,Dahegaon,2025-12-22,51,31.64,stable,safe,CGWB_synthetic,high
GWVLG0038W52,VLG0038,Dahegaon,2025-12-29,52,31.66,stable,safe,CGWB_synthetic,high
GWVLG0039W01,VLG0039,Dhapewada,2025-01-06,1,41.73,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W02,VLG0039,Dhapewada,2025-01-13,2,41.81,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W03,VLG0039,Dhapewada,2025-01-20,3,41.84,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W04,VLG0039,Dhapewada,2025-01-27,4,41.93,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W05,VLG0039,Dhapewada,2025-02-03,5,41.99,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W06,VLG0039,Dhapewada,2025-02-10,6,42.07,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W07,VLG0039,Dhapewada,2025-02-17,7,42.09,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W08,VLG0039,Dhapewada,2025-02-24,8,42.12,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W09,VLG0039,Dhapewada,2025-03-03,9,42.2,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W10,VLG0039,Dhapewada,2025-03-10,10,42.23,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W11,VLG0039,Dhapewada,2025-03-17,11,42.3,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W12,VLG0039,Dhapewada,2025-03-24,12,42.32,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W13,VLG0039,Dhapewada,2025-03-31,13,42.41,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W14,VLG0039,Dhapewada,2025-04-07,14,42.43,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W15,VLG0039,Dhapewada,2025-04-14,15,42.5,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W16,VLG0039,Dhapewada,2025-04-21,16,42.58,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W17,VLG0039,Dhapewada,2025-04-28,17,42.62,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W18,VLG0039,Dhapewada,2025-05-05,18,42.7,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W19,VLG0039,Dhapewada,2025-05-12,19,42.76,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W20,VLG0039,Dhapewada,2025-05-19,20,42.81,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W21,VLG0039,Dhapewada,2025-05-26,21,42.84,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W22,VLG0039,Dhapewada,2025-06-02,22,42.84,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W23,VLG0039,Dhapewada,2025-06-09,23,42.91,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W24,VLG0039,Dhapewada,2025-06-16,24,42.55,stable,semi-critical,CGWB_synthetic,high
GWVLG0039W25,VLG0039,Dhapewada,2025-06-23,25,42.27,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W26,VLG0039,Dhapewada,2025-06-30,26,41.98,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W27,VLG0039,Dhapewada,2025-07-07,27,41.73,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W28,VLG0039,Dhapewada,2025-07-14,28,41.44,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W29,VLG0039,Dhapewada,2025-07-21,29,41.14,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W30,VLG0039,Dhapewada,2025-07-28,30,40.9,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W31,VLG0039,Dhapewada,2025-08-04,31,40.64,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W32,VLG0039,Dhapewada,2025-08-11,32,40.37,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W33,VLG0039,Dhapewada,2025-08-18,33,40.11,rising,semi-critical,CGWB_synthetic,high
GWVLG0039W34,VLG0039,Dhapewada,2025-08-25,34,39.76,rising,safe,CGWB_synthetic,high
GWVLG0039W35,VLG0039,Dhapewada,2025-09-01,35,39.52,rising,safe,CGWB_synthetic,high
GWVLG0039W36,VLG0039,Dhapewada,2025-09-08,36,39.27,rising,safe,CGWB_synthetic,high
GWVLG0039W37,VLG0039,Dhapewada,2025-09-15,37,38.94,rising,safe,CGWB_synthetic,high
GWVLG0039W38,VLG0039,Dhapewada,2025-09-22,38,38.64,rising,safe,CGWB_synthetic,high
GWVLG0039W39,VLG0039,Dhapewada,2025-09-29,39,38.36,rising,safe,CGWB_synthetic,high
GWVLG0039W40,VLG0039,Dhapewada,2025-10-06,40,38.42,rising,safe,CGWB_synthetic,high
GWVLG0039W41,VLG0039,Dhapewada,2025-10-13,41,38.49,rising,safe,CGWB_synthetic,high
GWVLG0039W42,VLG0039,Dhapewada,2025-10-20,42,38.59,stable,safe,CGWB_synthetic,high
GWVLG0039W43,VLG0039,Dhapewada,2025-10-27,43,38.68,stable,safe,CGWB_synthetic,high
GWVLG0039W44,VLG0039,Dhapewada,2025-11-03,44,38.7,stable,safe,CGWB_synthetic,high
GWVLG0039W45,VLG0039,Dhapewada,2025-11-10,45,38.78,stable,safe,CGWB_synthetic,high
GWVLG0039W46,VLG0039,Dhapewada,2025-11-17,46,38.88,stable,safe,CGWB_synthetic,high
GWVLG0039W47,VLG0039,Dhapewada,2025-11-24,47,38.95,stable,safe,CGWB_synthetic,high
GWVLG0039W48,VLG0039,Dhapewada,2025-12-01,48,39.04,stable,safe,CGWB_synthetic,high
GWVLG0039W49,VLG0039,Dhapewada,2025-12-08,49,39.16,stable,safe,CGWB_synthetic,high
GWVLG0039W50,VLG0039,Dhapewada,2025-12-15,50,39.25,stable,safe,CGWB_synthetic,high
GWVLG0039W51,VLG0039,Dhapewada,2025-12-22,51,39.31,stable,safe,CGWB_synthetic,high
GWVLG0039W52,VLG0039,Dhapewada,2025-12-29,52,39.4,stable,safe,CGWB_synthetic,high
GWVLG0040W01,VLG0040,Taroda,2025-01-06,1,54.82,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W02,VLG0040,Taroda,2025-01-13,2,54.82,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W03,VLG0040,Taroda,2025-01-20,3,54.89,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W04,VLG0040,Taroda,2025-01-27,4,54.98,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W05,VLG0040,Taroda,2025-02-03,5,55.02,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W06,VLG0040,Taroda,2025-02-10,6,55.08,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W07,VLG0040,Taroda,2025-02-17,7,55.2,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W08,VLG0040,Taroda,2025-02-24,8,55.25,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W09,VLG0040,Taroda,2025-03-03,9,55.27,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W10,VLG0040,Taroda,2025-03-10,10,55.38,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W11,VLG0040,Taroda,2025-03-17,11,55.5,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W12,VLG0040,Taroda,2025-03-24,12,55.56,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W13,VLG0040,Taroda,2025-03-31,13,55.65,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W14,VLG0040,Taroda,2025-04-07,14,55.75,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W15,VLG0040,Taroda,2025-04-14,15,55.78,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W16,VLG0040,Taroda,2025-04-21,16,55.83,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W17,VLG0040,Taroda,2025-04-28,17,55.92,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W18,VLG0040,Taroda,2025-05-05,18,56.03,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W19,VLG0040,Taroda,2025-05-12,19,56.11,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W20,VLG0040,Taroda,2025-05-19,20,56.14,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W21,VLG0040,Taroda,2025-05-26,21,56.26,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W22,VLG0040,Taroda,2025-06-02,22,56.31,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W23,VLG0040,Taroda,2025-06-09,23,56.36,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W24,VLG0040,Taroda,2025-06-16,24,56.09,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W25,VLG0040,Taroda,2025-06-23,25,55.89,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W26,VLG0040,Taroda,2025-06-30,26,55.65,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W27,VLG0040,Taroda,2025-07-07,27,55.39,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W28,VLG0040,Taroda,2025-07-14,28,55.14,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W29,VLG0040,Taroda,2025-07-21,29,54.86,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W30,VLG0040,Taroda,2025-07-28,30,54.61,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W31,VLG0040,Taroda,2025-08-04,31,54.2,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W32,VLG0040,Taroda,2025-08-11,32,53.91,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W33,VLG0040,Taroda,2025-08-18,33,53.64,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W34,VLG0040,Taroda,2025-08-25,34,53.3,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W35,VLG0040,Taroda,2025-09-01,35,53.04,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W36,VLG0040,Taroda,2025-09-08,36,52.75,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W37,VLG0040,Taroda,2025-09-15,37,52.56,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W38,VLG0040,Taroda,2025-09-22,38,52.36,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W39,VLG0040,Taroda,2025-09-29,39,52.05,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W40,VLG0040,Taroda,2025-10-06,40,52.11,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W41,VLG0040,Taroda,2025-10-13,41,52.16,rising,semi-critical,CGWB_synthetic,high
GWVLG0040W42,VLG0040,Taroda,2025-10-20,42,52.21,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W43,VLG0040,Taroda,2025-10-27,43,52.28,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W44,VLG0040,Taroda,2025-11-03,44,52.31,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W45,VLG0040,Taroda,2025-11-10,45,52.34,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W46,VLG0040,Taroda,2025-11-17,46,52.42,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W47,VLG0040,Taroda,2025-11-24,47,52.49,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W48,VLG0040,Taroda,2025-12-01,48,52.53,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W49,VLG0040,Taroda,2025-12-08,49,52.62,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W50,VLG0040,Taroda,2025-12-15,50,52.66,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W51,VLG0040,Taroda,2025-12-22,51,52.72,stable,semi-critical,CGWB_synthetic,high
GWVLG0040W52,VLG0040,Taroda,2025-12-29,52,52.81,stable,semi-critical,CGWB_synthetic,high
GWVLG0041W01,VLG0041,Sindewahi,2025-01-06,1,74.62,stable,critical,CGWB_synthetic,medium
GWVLG0041W02,VLG0041,Sindewahi,2025-01-13,2,74.85,stable,critical,CGWB_synthetic,medium
GWVLG0041W03,VLG0041,Sindewahi,2025-01-20,3,75.1,stable,critical,CGWB_synthetic,medium
GWVLG0041W04,VLG0041,Sindewahi,2025-01-27,4,75.3,stable,critical,CGWB_synthetic,medium
GWVLG0041W05,VLG0041,Sindewahi,2025-02-03,5,75.54,declining,critical,CGWB_synthetic,medium
GWVLG0041W06,VLG0041,Sindewahi,2025-02-10,6,75.79,declining,critical,CGWB_synthetic,medium
GWVLG0041W07,VLG0041,Sindewahi,2025-02-17,7,76.04,declining,critical,CGWB_synthetic,medium
GWVLG0041W08,VLG0041,Sindewahi,2025-02-24,8,76.28,declining,critical,CGWB_synthetic,medium
GWVLG0041W09,VLG0041,Sindewahi,2025-03-03,9,76.54,declining,critical,CGWB_synthetic,medium
GWVLG0041W10,VLG0041,Sindewahi,2025-03-10,10,76.81,declining,critical,CGWB_synthetic,medium
GWVLG0041W11,VLG0041,Sindewahi,2025-03-17,11,77.09,declining,critical,CGWB_synthetic,medium
GWVLG0041W12,VLG0041,Sindewahi,2025-03-24,12,77.32,declining,critical,CGWB_synthetic,medium
GWVLG0041W13,VLG0041,Sindewahi,2025-03-31,13,77.54,declining,critical,CGWB_synthetic,medium
GWVLG0041W14,VLG0041,Sindewahi,2025-04-07,14,77.76,declining,critical,CGWB_synthetic,medium
GWVLG0041W15,VLG0041,Sindewahi,2025-04-14,15,78.0,declining,critical,CGWB_synthetic,medium
GWVLG0041W16,VLG0041,Sindewahi,2025-04-21,16,78.25,declining,critical,CGWB_synthetic,medium
GWVLG0041W17,VLG0041,Sindewahi,2025-04-28,17,78.48,declining,critical,CGWB_synthetic,medium
GWVLG0041W18,VLG0041,Sindewahi,2025-05-05,18,78.69,declining,critical,CGWB_synthetic,medium
GWVLG0041W19,VLG0041,Sindewahi,2025-05-12,19,78.93,declining,critical,CGWB_synthetic,medium
GWVLG0041W20,VLG0041,Sindewahi,2025-05-19,20,79.19,declining,critical,CGWB_synthetic,medium
GWVLG0041W21,VLG0041,Sindewahi,2025-05-26,21,79.47,declining,critical,CGWB_synthetic,medium
GWVLG0041W22,VLG0041,Sindewahi,2025-06-02,22,79.7,declining,critical,CGWB_synthetic,medium
GWVLG0041W23,VLG0041,Sindewahi,2025-06-09,23,79.94,declining,critical,CGWB_synthetic,medium
GWVLG0041W24,VLG0041,Sindewahi,2025-06-16,24,79.78,declining,critical,CGWB_synthetic,medium
GWVLG0041W25,VLG0041,Sindewahi,2025-06-23,25,79.66,stable,critical,CGWB_synthetic,medium
GWVLG0041W26,VLG0041,Sindewahi,2025-06-30,26,79.49,stable,critical,CGWB_synthetic,medium
GWVLG0041W27,VLG0041,Sindewahi,2025-07-07,27,79.4,rising,critical,CGWB_synthetic,medium
GWVLG0041W28,VLG0041,Sindewahi,2025-07-14,28,79.19,rising,critical,CGWB_synthetic,medium
GWVLG0041W29,VLG0041,Sindewahi,2025-07-21,29,79.06,rising,critical,CGWB_synthetic,medium
GWVLG0041W30,VLG0041,Sindewahi,2025-07-28,30,78.95,rising,critical,CGWB_synthetic,medium
GWVLG0041W31,VLG0041,Sindewahi,2025-08-04,31,78.84,rising,critical,CGWB_synthetic,medium
GWVLG0041W32,VLG0041,Sindewahi,2025-08-11,32,78.85,rising,critical,CGWB_synthetic,medium
GWVLG0041W33,VLG0041,Sindewahi,2025-08-18,33,78.75,rising,critical,CGWB_synthetic,medium
GWVLG0041W34,VLG0041,Sindewahi,2025-08-25,34,78.58,rising,critical,CGWB_synthetic,medium
GWVLG0041W35,VLG0041,Sindewahi,2025-09-01,35,78.46,rising,critical,CGWB_synthetic,medium
GWVLG0041W36,VLG0041,Sindewahi,2025-09-08,36,78.25,rising,critical,CGWB_synthetic,medium
GWVLG0041W37,VLG0041,Sindewahi,2025-09-15,37,78.12,rising,critical,CGWB_synthetic,medium
GWVLG0041W38,VLG0041,Sindewahi,2025-09-22,38,77.96,rising,critical,CGWB_synthetic,medium
GWVLG0041W39,VLG0041,Sindewahi,2025-09-29,39,77.89,rising,critical,CGWB_synthetic,medium
GWVLG0041W40,VLG0041,Sindewahi,2025-10-06,40,78.13,stable,critical,CGWB_synthetic,medium
GWVLG0041W41,VLG0041,Sindewahi,2025-10-13,41,78.38,stable,critical,CGWB_synthetic,medium
GWVLG0041W42,VLG0041,Sindewahi,2025-10-20,42,78.61,declining,critical,CGWB_synthetic,medium
GWVLG0041W43,VLG0041,Sindewahi,2025-10-27,43,78.92,declining,critical,CGWB_synthetic,medium
GWVLG0041W44,VLG0041,Sindewahi,2025-11-03,44,79.16,declining,critical,CGWB_synthetic,medium
GWVLG0041W45,VLG0041,Sindewahi,2025-11-10,45,79.47,declining,critical,CGWB_synthetic,medium
GWVLG0041W46,VLG0041,Sindewahi,2025-11-17,46,79.75,declining,critical,CGWB_synthetic,medium
GWVLG0041W47,VLG0041,Sindewahi,2025-11-24,47,80.02,declining,critical,CGWB_synthetic,medium
GWVLG0041W48,VLG0041,Sindewahi,2025-12-01,48,80.29,declining,critical,CGWB_synthetic,medium
GWVLG0041W49,VLG0041,Sindewahi,2025-12-08,49,80.55,declining,critical,CGWB_synthetic,medium
GWVLG0041W50,VLG0041,Sindewahi,2025-12-15,50,80.75,declining,critical,CGWB_synthetic,medium
GWVLG0041W51,VLG0041,Sindewahi,2025-12-22,51,81.0,declining,critical,CGWB_synthetic,medium
GWVLG0041W52,VLG0041,Sindewahi,2025-12-29,52,81.27,declining,critical,CGWB_synthetic,medium
GWVLG0042W01,VLG0042,Zarpada,2025-01-06,1,104.69,stable,overexploited,CGWB_synthetic,medium
GWVLG0042W02,VLG0042,Zarpada,2025-01-13,2,104.92,stable,overexploited,CGWB_synthetic,medium
GWVLG0042W03,VLG0042,Zarpada,2025-01-20,3,105.23,stable,overexploited,CGWB_synthetic,medium
GWVLG0042W04,VLG0042,Zarpada,2025-01-27,4,105.48,stable,overexploited,CGWB_synthetic,medium
GWVLG0042W05,VLG0042,Zarpada,2025-02-03,5,105.73,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W06,VLG0042,Zarpada,2025-02-10,6,105.99,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W07,VLG0042,Zarpada,2025-02-17,7,106.3,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W08,VLG0042,Zarpada,2025-02-24,8,106.61,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W09,VLG0042,Zarpada,2025-03-03,9,106.94,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W10,VLG0042,Zarpada,2025-03-10,10,107.19,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W11,VLG0042,Zarpada,2025-03-17,11,107.46,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W12,VLG0042,Zarpada,2025-03-24,12,107.68,declining,overexploited,CGWB_synthetic,medium
GWVLG0042W13,VLG0042,Zarpada,2025-03-31,13,107.98,declining,overexploited,CGWB_synthetic,medium
